"År","Ident","Navn","Indikator","parameter","Variabel"
"2016","31","31 Hundvågkrossen","Lav utdanning, 30-39 år","(% av befolkningen)","20"
"2016","32","32 Kalhag","Lav utdanning, 30-39 år","(% av befolkningen)","13,8"
"2016","33","33 Hinnalia","Lav utdanning, 30-39 år","(% av befolkningen)","12,7"
"2016","34","34 Storaberget","Lav utdanning, 30-39 år","(% av befolkningen)","18,5"
"2016","35","35 Godeset","Lav utdanning, 30-39 år","(% av befolkningen)","13,1"
"2016","36","36 Gausel","Lav utdanning, 30-39 år","(% av befolkningen)","15"
"2016","37","37 Hinnakrossen","Lav utdanning, 30-39 år","(% av befolkningen)","13"
"2016","38","38 Øvre Vaulen","Lav utdanning, 30-39 år","(% av befolkningen)","11,5"
"2016","39","39Auglend","Lav utdanning, 30-39 år","(% av befolkningen)","10"
"2016","40","40 Kristianslyst","Lav utdanning, 30-39 år","(% av befolkningen)","13,6"
"2016","41","41 Vaulen","Lav utdanning, 30-39 år","(% av befolkningen)","9,1"
"2016","42","42 Mariero","Lav utdanning, 30-39 år","(% av befolkningen)","9,5"
"2016","43","43 Åsen","Lav utdanning, 30-39 år","(% av befolkningen)","16,1"
"2016","44","44 Tjensvoll","Lav utdanning, 30-39 år","(% av befolkningen)","15,9"
"2016","45","45 Solborg","Lav utdanning, 30-39 år","(% av befolkningen)","14,4"
"2016","46","46 Øvre Tjensvoll","Lav utdanning, 30-39 år","(% av befolkningen)","12,6"
"2016","47","47 Madlamark","Lav utdanning, 30-39 år","(% av befolkningen)","6,5"
"2016","48","48 Jernaldergarden","Lav utdanning, 30-39 år","(% av befolkningen)","15,8"
"2016","49","49 Madlalia","Lav utdanning, 30-39 år","(% av befolkningen)","7,8"
"2016","50","50 Stokka","Lav utdanning, 30-39 år","(% av befolkningen)","4"
"2016","51","51 Tastarustå","Lav utdanning, 30-39 år","(% av befolkningen)","18,4"
"2016","52","52 Molkeholen","Lav utdanning, 30-39 år","(% av befolkningen)","12,2"
"2016","53","53 Madlaforen","Lav utdanning, 30-39 år","(% av befolkningen)","16"
"2016","54","54 Sandal","Lav utdanning, 30-39 år","(% av befolkningen)","8,2"
"2016","55","55 Madlatuå","Lav utdanning, 30-39 år","(% av befolkningen)","10,1"
"2016","56","56 Smiodden","Lav utdanning, 30-39 år","(% av befolkningen)","21,7"
"2016","57","57 Mjug","Lav utdanning, 30-39 år","(% av befolkningen)","18,7"
"2016","58","58 Ørnaberget","Lav utdanning, 30-39 år","(% av befolkningen)","16,1"
"2016","59","59 Sundekrossen","Lav utdanning, 30-39 år","(% av befolkningen)","16,5"
"2016","60","60 Malthaug","Lav utdanning, 30-39 år","(% av befolkningen)","9,1"
"2016","61","61 Gjeraberget","Lav utdanning, 30-39 år","(% av befolkningen)","10,3"
"2016","62","62 Byhaugen","Lav utdanning, 30-39 år","(% av befolkningen)","20,7"
"2016","63","63 Vardenes","Lav utdanning, 30-39 år","(% av befolkningen)","13,1"
"2016","64","64 Tastaforen","Lav utdanning, 30-39 år","(% av befolkningen)","18,1"
"2016","65","65 Smiene","Lav utdanning, 30-39 år","(% av befolkningen)","12,6"
"2016","66"," 66  Teinå  ","Lav utdanning, 30-39 år","(% av befolkningen)","14,4"
"2016","67","67 Forusstraen","Lav utdanning, 30-39 år","(% av befolkningen)","7,9"
"2016","68","68 Husaberget","Lav utdanning, 30-39 år","(% av befolkningen)","9,3"
"2016","69","69 Boganes","Lav utdanning, 30-39 år","(% av befolkningen)","13"
"2016","70","70 Søra Bråde","Lav utdanning, 30-39 år","(% av befolkningen)","15,1"
"2016","71","71 Jåttåvågen","Lav utdanning, 30-39 år","(% av befolkningen)","6,7"
"2016","99","99 Uoppgitt","Lav utdanning, 30-39 år","(% av befolkningen)","19,9"
